Tanggal,Bulan,Tahun,Komoditas,Harga
15,Agustus,2022,47,32000
10,Agustus,2022,47,32000
2,Agustus,2022,47,32000
31,Juli,2022,47,32000
29,Juli,2022,47,32000
26,Juli,2022,47,32000
13,Juli,2022,47,32000
8,Juli,2022,47,32000
6,Juli,2022,47,32000
5,Juli,2022,47,32000
4,Juli,2022,47,32000
29,Juni,2022,47,32000
27,Juni,2022,47,32000
23,Juni,2022,47,32000
20,Juni,2022,47,32000
15,Juni,2022,47,32000
14,Juni,2022,47,32000
13,Juni,2022,47,32000
10,Juni,2022,47,35000
6,Juni,2022,47,35000
3,Juni,2022,47,35000
25,Mei,2022,47,35000
23,Mei,2022,47,35000
17,Mei,2022,47,35000
9,Mei,2022,47,35000
28,April,2022,47,35000
25,April,2022,47,35000
20,April,2022,47,35000
18,April,2022,47,35000
12,April,2022,47,35000
11,April,2022,47,35000
8,April,2022,47,35000
6,April,2022,47,35000
4,April,2022,47,35000
1,April,2022,47,35000
29,Maret,2022,47,35000
22,Maret,2022,47,35000
17,Maret,2022,47,35000
14,Maret,2022,47,35000
7,Maret,2022,47,35000
1,Maret,2022,47,35000
21,Februari,2022,47,35000
18,Februari,2022,47,35000
14,Februari,2022,47,35000
7,Februari,2022,47,35000
2,Februari,2022,47,35000
31,Januari,2022,47,35000
26,Januari,2022,47,35000
24,Januari,2022,47,35000
19,Januari,2022,47,35000
17,Januari,2022,47,35000
14,Januari,2022,47,35000
12,Januari,2022,47,35000
10,Januari,2022,47,35000
5,Januari,2022,47,35000
3,Januari,2022,47,35000
31,Desember,2021,47,35000
27,Desember,2021,47,35000
21,Desember,2021,47,35000
16,Desember,2021,47,35000
13,Desember,2021,47,35000
6,Desember,2021,47,35000
4,Desember,2021,47,35000
1,Desember,2021,47,35000
29,November,2021,47,35000
24,November,2021,47,35000
22,November,2021,47,35000
18,November,2021,47,35000
15,November,2021,47,35000
8,November,2021,47,35000
5,November,2021,47,35000
1,November,2021,47,35000
29,Oktober,2021,47,35000
27,Oktober,2021,47,35000
25,Oktober,2021,47,35000
22,Oktober,2021,47,35000
18,Oktober,2021,47,35000
14,Oktober,2021,47,35000
11,Oktober,2021,47,35000
8,Oktober,2021,47,35000
4,Oktober,2021,47,35000
1,Oktober,2021,47,35000
29,September,2021,47,35000
27,September,2021,47,35000
21,September,2021,47,35000
15,September,2021,47,35000
13,September,2021,47,35000
6,September,2021,47,35000
2,September,2021,47,35000
25,Agustus,2021,47,35000
23,Agustus,2021,47,35000
18,Agustus,2021,47,35000
12,Agustus,2021,47,35000
9,Agustus,2021,47,35000
5,Agustus,2021,47,35000
2,Agustus,2021,47,35000
27,Juli,2021,47,35000
26,Juli,2021,47,35000
22,Juli,2021,47,35000
19,Juli,2021,47,35000
16,Juli,2021,47,35000
14,Juli,2021,47,35000
12,Juli,2021,47,35000
9,Juli,2021,47,35000
7,Juli,2021,47,35000
5,Juli,2021,47,35000
2,Juli,2021,47,35000
28,Juni,2021,47,35000
23,Juni,2021,47,35000
21,Juni,2021,47,35000
16,Juni,2021,47,35000
14,Juni,2021,47,35000
11,Juni,2021,47,35000
9,Juni,2021,47,35000
7,Juni,2021,47,35000
4,Juni,2021,47,35000
2,Juni,2021,47,35000
31,Mei,2021,47,35000
24,Mei,2021,47,35000
18,Mei,2021,47,35000
17,Mei,2021,47,35000
12,Mei,2021,47,35000
8,Mei,2021,47,35000
7,Mei,2021,47,35000
5,Mei,2021,47,35000
3,Mei,2021,47,35000
28,April,2021,47,35000
26,April,2021,47,35000
24,April,2021,47,35000
23,April,2021,47,35000
21,April,2021,47,35000
19,April,2021,47,35000
16,April,2021,47,35000
14,April,2021,47,35000
13,April,2021,47,35000
10,April,2021,47,35000
9,April,2021,47,35000
7,April,2021,47,35000
2,April,2021,47,35000
30,Maret,2021,47,35000
29,Maret,2021,47,35000
26,Maret,2021,47,35000
24,Maret,2021,47,35000
22,Maret,2021,47,35000
19,Maret,2021,47,35000
18,Maret,2021,47,35000
15,Maret,2021,47,35000
12,Maret,2021,47,35000
10,Maret,2021,47,35000
8,Maret,2021,47,35000
5,Maret,2021,47,35000
3,Maret,2021,47,35000
1,Maret,2021,47,35000
26,Februari,2021,47,35000
23,Februari,2021,47,35000
19,Februari,2021,47,35000
17,Februari,2021,47,35000
15,Februari,2021,47,35000
10,Februari,2021,47,35000
5,Februari,2021,47,35000
1,Februari,2021,47,35000
29,Januari,2021,47,35000
25,Januari,2021,47,35000
20,Januari,2021,47,35000
18,Januari,2021,47,35000
12,Januari,2021,47,35000
11,Januari,2021,47,35000
6,Januari,2021,47,35000
4,Januari,2021,47,35000
29,Desember,2020,47,35000
28,Desember,2020,47,35000
25,Desember,2020,47,35000
23,Desember,2020,47,35000
21,Desember,2020,47,35000
17,Desember,2020,47,35000
15,Desember,2020,47,35000
10,Desember,2020,47,35000
4,Desember,2020,47,35000
30,November,2020,47,35000
24,November,2020,47,35000
20,November,2020,47,35000
18,November,2020,47,35000
12,November,2020,47,35000
5,November,2020,47,35000
3,November,2020,47,35000
2,November,2020,47,35000
26,Oktober,2020,47,35000
22,Oktober,2020,47,35000
19,Oktober,2020,47,35000
14,Oktober,2020,47,35000
12,Oktober,2020,47,35000
9,Oktober,2020,47,35000
5,Oktober,2020,47,35000
2,Oktober,2020,47,35000
29,September,2020,47,35000
25,September,2020,47,35000
23,September,2020,47,35000
21,September,2020,47,35000
17,September,2020,47,35000
14,September,2020,47,35000
9,September,2020,47,35000
7,September,2020,47,35000
3,September,2020,47,35000
31,Agustus,2020,47,35000
26,Agustus,2020,47,35000
24,Agustus,2020,47,35000
18,Agustus,2020,47,35000
13,Agustus,2020,47,35000
10,Agustus,2020,47,35000
7,Agustus,2020,47,35000
6,Agustus,2020,47,35000
4,Agustus,2020,47,35000
29,Juli,2020,47,35000
27,Juli,2020,47,35000
24,Juli,2020,47,35000
22,Juli,2020,47,35000
20,Juli,2020,47,35000
15,Juli,2020,47,35000
13,Juli,2020,47,35000
8,Juli,2020,47,35000
3,Juli,2020,47,35000
30,Juni,2020,47,35000
26,Juni,2020,47,35000
24,Juni,2020,47,35000
23,Juni,2020,47,35000
22,Juni,2020,47,35000
19,Juni,2020,47,35000
17,Juni,2020,47,35000
15,Juni,2020,47,35000
12,Juni,2020,47,35000
11,Juni,2020,47,35000
8,Juni,2020,47,35000
4,Juni,2020,47,35000
2,Juni,2020,47,35000
27,Mei,2020,47,35000
20,Mei,2020,47,35000
18,Mei,2020,47,35000
15,Mei,2020,47,35000
13,Mei,2020,47,35000
11,Mei,2020,47,35000
8,Mei,2020,47,35000
6,Mei,2020,47,35000
4,Mei,2020,47,35000
30,April,2020,47,35000
28,April,2020,47,35000
27,April,2020,47,35000
24,April,2020,47,35000
22,April,2020,47,35000
21,April,2020,47,35000
20,April,2020,47,35000
17,April,2020,47,35000
15,April,2020,47,35000
14,April,2020,47,35000
13,April,2020,47,35000
10,April,2020,47,35000
9,April,2020,47,35000
8,April,2020,47,35000
7,April,2020,47,35000
6,April,2020,47,35000
3,April,2020,47,35000
2,April,2020,47,35000
1,April,2020,47,35000
31,Maret,2020,47,35000
30,Maret,2020,47,35000
28,Maret,2020,47,35000
27,Maret,2020,47,35000
26,Maret,2020,47,35000
24,Maret,2020,47,35000
20,Maret,2020,47,35000
19,Maret,2020,47,35000
17,Maret,2020,47,35000
13,Maret,2020,47,35000
9,Maret,2020,47,35000
6,Maret,2020,47,35000
4,Maret,2020,47,35000
2,Maret,2020,47,35000
28,Februari,2020,47,35000
26,Februari,2020,47,35000
24,Februari,2020,47,35000
21,Februari,2020,47,35000
18,Februari,2020,47,35000
14,Februari,2020,47,35000
12,Februari,2020,47,35000
10,Februari,2020,47,35000
7,Februari,2020,47,35000
3,Februari,2020,47,35000
31,Januari,2020,47,35000
29,Januari,2020,47,35000
27,Januari,2020,47,35000
24,Januari,2020,47,35000
22,Januari,2020,47,35000
20,Januari,2020,47,35000
17,Januari,2020,47,35000
15,Januari,2020,47,35000
13,Januari,2020,47,35000
10,Januari,2020,47,35000
8,Januari,2020,47,35000
6,Januari,2020,47,35000
4,Maret,2024,48,45000
28,Februari,2024,48,45000
26,Februari,2024,48,45000
22,Februari,2024,48,45000
19,Februari,2024,48,45000
29,Januari,2024,48,45000
23,Januari,2024,48,45000
11,Januari,2024,48,45000
8,Januari,2024,48,45000
18,Desember,2023,48,45000
15,Desember,2023,48,45000
12,Desember,2023,48,45000
7,Desember,2023,48,45000
30,November,2023,48,45000
27,November,2023,48,45000
20,November,2023,48,45000
15,November,2023,48,45000
6,November,2023,48,45000
31,Oktober,2023,48,45000
24,Oktober,2023,48,45000
16,Oktober,2023,48,45000
9,Oktober,2023,48,45000
2,Oktober,2023,48,45000
26,September,2023,48,45000
20,September,2023,48,45000
14,September,2023,48,45000
11,September,2023,48,45000
5,September,2023,48,45000
30,Agustus,2023,48,45000
21,Agustus,2023,48,45000
15,Agustus,2023,48,45000
1,Agustus,2023,48,45000
27,Juli,2023,48,45000
25,Juli,2023,48,45000
20,Juli,2023,48,45000
17,Juli,2023,48,45000
10,Juli,2023,48,45000
4,Juli,2023,48,45000
26,Juni,2023,48,45000
19,Juni,2023,48,45000
12,Juni,2023,48,45000
5,Juni,2023,48,45000
29,Mei,2023,48,45000
23,Mei,2023,48,45000
15,Mei,2023,48,45000
9,Mei,2023,48,45000
26,April,2023,48,45000
17,April,2023,48,45000
10,April,2023,48,45000
6,April,2023,48,45000
3,April,2023,48,45000
31,Maret,2023,48,45000
27,Maret,2023,48,45000
24,Maret,2023,48,45000
20,Maret,2023,48,45000
16,Maret,2023,48,45000
12,Maret,2023,48,45000
10,Maret,2023,48,45000
8,Maret,2023,48,45000
6,Maret,2023,48,45000
28,Februari,2023,48,45000
21,Februari,2023,48,45000
15,Februari,2023,48,45000
13,Februari,2023,48,45000
9,Februari,2023,48,45000
6,Februari,2023,48,45000
3,Februari,2023,48,45000
1,Februari,2023,48,45000
30,Januari,2023,48,45000
25,Januari,2023,48,45000
19,Januari,2023,48,45000
17,Januari,2023,48,45000
15,Januari,2023,48,45000
13,Januari,2023,48,32000
20,Desember,2022,48,32000
12,Desember,2022,48,32000
6,Desember,2022,48,32000
4,Desember,2022,48,32000
30,November,2022,48,32000
29,November,2022,48,32000
22,November,2022,48,32000
14,November,2022,48,32000
11,November,2022,48,32000
10,November,2022,48,32000
7,November,2022,48,32000
4,November,2022,48,32000
31,Oktober,2022,48,32000
24,Oktober,2022,48,32000
19,Oktober,2022,48,32000
17,Oktober,2022,48,32000
11,Oktober,2022,48,32000
6,Oktober,2022,48,32000
29,September,2022,48,32000
26,September,2022,48,32000
21,September,2022,48,32000
19,September,2022,48,32000
14,September,2022,48,32000
12,September,2022,48,32000
7,September,2022,48,32000
5,September,2022,48,32000
28,Agustus,2022,48,32000
23,Agustus,2022,48,32000
19,Agustus,2022,48,32000
18,Agustus,2022,48,32000
15,Agustus,2022,48,32000
10,Agustus,2022,48,32000
2,Agustus,2022,48,32000
31,Juli,2022,48,32000
29,Juli,2022,48,32000
26,Juli,2022,48,32000
13,Juli,2022,48,32000
8,Juli,2022,48,32000
6,Juli,2022,48,32000
5,Juli,2022,48,32000
4,Juli,2022,48,32000
29,Juni,2022,48,32000
27,Juni,2022,48,32000
23,Juni,2022,48,32000
20,Juni,2022,48,32000
15,Juni,2022,48,32000
14,Juni,2022,48,32000
13,Juni,2022,48,32000
10,Juni,2022,48,32000
6,Juni,2022,48,32000
3,Juni,2022,48,35000
25,Mei,2022,48,35000
23,Mei,2022,48,35000
17,Mei,2022,48,35000
9,Mei,2022,48,35000
28,April,2022,48,35000
25,April,2022,48,35000
20,April,2022,48,35000
18,April,2022,48,35000
12,April,2022,48,35000
11,April,2022,48,35000
8,April,2022,48,35000
6,April,2022,48,35000
4,April,2022,48,35000
1,April,2022,48,35000
29,Maret,2022,48,35000
22,Maret,2022,48,35000
17,Maret,2022,48,35000
14,Maret,2022,48,35000
7,Maret,2022,48,35000
1,Maret,2022,48,35000
21,Februari,2022,48,35000
18,Februari,2022,48,35000
14,Februari,2022,48,35000
7,Februari,2022,48,35000
2,Februari,2022,48,35000
31,Januari,2022,48,35000
26,Januari,2022,48,35000
24,Januari,2022,48,35000
19,Januari,2022,48,35000
17,Januari,2022,48,35000
14,Januari,2022,48,35000
12,Januari,2022,48,35000
10,Januari,2022,48,35000
5,Januari,2022,48,35000
3,Januari,2022,48,35000
31,Desember,2021,48,35000
27,Desember,2021,48,35000
21,Desember,2021,48,35000
16,Desember,2021,48,35000
13,Desember,2021,48,35000
6,Desember,2021,48,35000
4,Desember,2021,48,35000
1,Desember,2021,48,35000
29,November,2021,48,35000
24,November,2021,48,35000
22,November,2021,48,35000
18,November,2021,48,35000
15,November,2021,48,35000
8,November,2021,48,35000
5,November,2021,48,35000
1,November,2021,48,35000
29,Oktober,2021,48,35000
27,Oktober,2021,48,35000
25,Oktober,2021,48,35000
22,Oktober,2021,48,35000
18,Oktober,2021,48,35000
14,Oktober,2021,48,35000
11,Oktober,2021,48,35000
8,Oktober,2021,48,35000
4,Oktober,2021,48,35000
1,Oktober,2021,48,35000
29,September,2021,48,35000
27,September,2021,48,35000
21,September,2021,48,35000
15,September,2021,48,35000
13,September,2021,48,35000
6,September,2021,48,35000
2,September,2021,48,35000
25,Agustus,2021,48,35000
23,Agustus,2021,48,35000
18,Agustus,2021,48,35000
12,Agustus,2021,48,35000
9,Agustus,2021,48,35000
5,Agustus,2021,48,35000
2,Agustus,2021,48,35000
27,Juli,2021,48,35000
26,Juli,2021,48,35000
22,Juli,2021,48,35000
19,Juli,2021,48,35000
16,Juli,2021,48,35000
14,Juli,2021,48,35000
12,Juli,2021,48,35000
9,Juli,2021,48,35000
7,Juli,2021,48,35000
5,Juli,2021,48,35000
2,Juli,2021,48,35000
28,Juni,2021,48,35000
23,Juni,2021,48,35000
21,Juni,2021,48,35000
16,Juni,2021,48,35000
14,Juni,2021,48,35000
11,Juni,2021,48,35000
9,Juni,2021,48,35000
7,Juni,2021,48,35000
4,Juni,2021,48,35000
2,Juni,2021,48,35000
31,Mei,2021,48,35000
24,Mei,2021,48,35000
18,Mei,2021,48,35000
17,Mei,2021,48,35000
12,Mei,2021,48,35000
8,Mei,2021,48,35000
7,Mei,2021,48,35000
5,Mei,2021,48,35000
3,Mei,2021,48,35000
28,April,2021,48,35000
26,April,2021,48,35000
24,April,2021,48,35000
23,April,2021,48,35000
21,April,2021,48,35000
19,April,2021,48,35000
16,April,2021,48,35000
14,April,2021,48,35000
13,April,2021,48,35000
10,April,2021,48,35000
9,April,2021,48,35000
7,April,2021,48,35000
2,April,2021,48,35000
30,Maret,2021,48,35000
29,Maret,2021,48,35000
26,Maret,2021,48,35000
24,Maret,2021,48,35000
22,Maret,2021,48,35000
19,Maret,2021,48,35000
18,Maret,2021,48,35000
15,Maret,2021,48,35000
12,Maret,2021,48,35000
10,Maret,2021,48,35000
8,Maret,2021,48,35000
5,Maret,2021,48,35000
3,Maret,2021,48,35000
1,Maret,2021,48,35000
26,Februari,2021,48,35000
23,Februari,2021,48,35000
19,Februari,2021,48,35000
17,Februari,2021,48,35000
15,Februari,2021,48,35000
10,Februari,2021,48,35000
5,Februari,2021,48,35000
1,Februari,2021,48,35000
29,Januari,2021,48,35000
25,Januari,2021,48,35000
20,Januari,2021,48,35000
18,Januari,2021,48,35000
12,Januari,2021,48,35000
11,Januari,2021,48,35000
6,Januari,2021,48,35000
4,Januari,2021,48,35000
29,Desember,2020,48,35000
28,Desember,2020,48,35000
25,Desember,2020,48,35000
23,Desember,2020,48,35000
21,Desember,2020,48,35000
17,Desember,2020,48,35000
15,Desember,2020,48,35000
10,Desember,2020,48,35000
4,Desember,2020,48,35000
30,November,2020,48,35000
24,November,2020,48,35000
20,November,2020,48,35000
18,November,2020,48,35000
12,November,2020,48,35000
5,November,2020,48,35000
3,November,2020,48,35000
2,November,2020,48,35000
26,Oktober,2020,48,35000
22,Oktober,2020,48,35000
19,Oktober,2020,48,35000
14,Oktober,2020,48,35000
12,Oktober,2020,48,35000
9,Oktober,2020,48,35000
5,Oktober,2020,48,35000
2,Oktober,2020,48,35000
29,September,2020,48,35000
25,September,2020,48,35000
23,September,2020,48,35000
21,September,2020,48,35000
17,September,2020,48,35000
14,September,2020,48,35000
9,September,2020,48,35000
7,September,2020,48,35000
3,September,2020,48,35000
31,Agustus,2020,48,35000
26,Agustus,2020,48,35000
24,Agustus,2020,48,35000
18,Agustus,2020,48,35000
13,Agustus,2020,48,35000
10,Agustus,2020,48,35000
7,Agustus,2020,48,35000
6,Agustus,2020,48,35000
4,Agustus,2020,48,35000
29,Juli,2020,48,35000
27,Juli,2020,48,35000
24,Juli,2020,48,35000
22,Juli,2020,48,35000
20,Juli,2020,48,35000
15,Juli,2020,48,35000
13,Juli,2020,48,35000
8,Juli,2020,48,35000
3,Juli,2020,48,35000
30,Juni,2020,48,35000
26,Juni,2020,48,35000
24,Juni,2020,48,35000
23,Juni,2020,48,35000
22,Juni,2020,48,35000
19,Juni,2020,48,35000
17,Juni,2020,48,35000
15,Juni,2020,48,35000
12,Juni,2020,48,35000
11,Juni,2020,48,35000
8,Juni,2020,48,35000
4,Juni,2020,48,35000
2,Juni,2020,48,35000
27,Mei,2020,48,35000
20,Mei,2020,48,35000
18,Mei,2020,48,35000
15,Mei,2020,48,35000
13,Mei,2020,48,35000
11,Mei,2020,48,35000
8,Mei,2020,48,35000
6,Mei,2020,48,35000
4,Mei,2020,48,35000
30,April,2020,48,35000
28,April,2020,48,35000
27,April,2020,48,35000
24,April,2020,48,35000
22,April,2020,48,35000
21,April,2020,48,35000
20,April,2020,48,35000
17,April,2020,48,35000
15,April,2020,48,35000
14,April,2020,48,35000
13,April,2020,48,35000
10,April,2020,48,35000
9,April,2020,48,35000
8,April,2020,48,35000
7,April,2020,48,35000
6,April,2020,48,35000
3,April,2020,48,35000
2,April,2020,48,35000
1,April,2020,48,35000
31,Maret,2020,48,35000
30,Maret,2020,48,35000
28,Maret,2020,48,35000
27,Maret,2020,48,35000
26,Maret,2020,48,35000
24,Maret,2020,48,35000
20,Maret,2020,48,35000
19,Maret,2020,48,35000
17,Maret,2020,48,35000
13,Maret,2020,48,35000
9,Maret,2020,48,35000
6,Maret,2020,48,35000
4,Maret,2020,48,35000
2,Maret,2020,48,35000
28,Februari,2020,48,35000
26,Februari,2020,48,35000
24,Februari,2020,48,35000
21,Februari,2020,48,35000
18,Februari,2020,48,35000
14,Februari,2020,48,35000
12,Februari,2020,48,35000
10,Februari,2020,48,35000
7,Februari,2020,48,35000
3,Februari,2020,48,35000
31,Januari,2020,48,35000
29,Januari,2020,48,35000
27,Januari,2020,48,35000
24,Januari,2020,48,35000
22,Januari,2020,48,35000
20,Januari,2020,48,35000
17,Januari,2020,48,35000
15,Januari,2020,48,35000
13,Januari,2020,48,35000
10,Januari,2020,48,35000
8,Januari,2020,48,35000
6,Januari,2020,48,35000
4,Maret,2024,49,35000
28,Februari,2024,49,35000
26,Februari,2024,49,35000
22,Februari,2024,49,35000
19,Februari,2024,49,35000
29,Januari,2024,49,35000
23,Januari,2024,49,35000
11,Januari,2024,49,35000
8,Januari,2024,49,35000
18,Desember,2023,49,35000
15,Desember,2023,49,35000
12,Desember,2023,49,35000
7,Desember,2023,49,35000
30,November,2023,49,35000
27,November,2023,49,35000
20,November,2023,49,35000
15,November,2023,49,35000
6,November,2023,49,35000
31,Oktober,2023,49,35000
24,Oktober,2023,49,35000
16,Oktober,2023,49,35000
9,Oktober,2023,49,35000
2,Oktober,2023,49,35000
26,September,2023,49,35000
20,September,2023,49,35000
14,September,2023,49,35000
11,September,2023,49,35000
5,September,2023,49,35000
30,Agustus,2023,49,35000
21,Agustus,2023,49,35000
15,Agustus,2023,49,35000
1,Agustus,2023,49,35000
27,Juli,2023,49,35000
25,Juli,2023,49,35000
20,Juli,2023,49,35000
17,Juli,2023,49,35000
10,Juli,2023,49,35000
4,Juli,2023,49,35000
26,Juni,2023,49,35000
19,Juni,2023,49,35000
12,Juni,2023,49,35000
5,Juni,2023,49,35000
29,Mei,2023,49,35000
23,Mei,2023,49,35000
15,Mei,2023,49,35000
9,Mei,2023,49,35000
26,April,2023,49,35000
17,April,2023,49,35000
10,April,2023,49,35000
6,April,2023,49,35000
3,April,2023,49,35000
31,Maret,2023,49,35000
27,Maret,2023,49,35000
24,Maret,2023,49,35000
20,Maret,2023,49,40000
16,Maret,2023,49,40000
12,Maret,2023,49,40000
10,Maret,2023,49,40000
8,Maret,2023,49,40000
6,Maret,2023,49,40000
28,Februari,2023,49,40000
21,Februari,2023,49,40000
15,Februari,2023,49,40000
13,Februari,2023,49,40000
9,Februari,2023,49,40000
6,Februari,2023,49,40000
3,Februari,2023,49,40000
1,Februari,2023,49,40000
30,Januari,2023,49,40000
25,Januari,2023,49,40000
19,Januari,2023,49,40000
17,Januari,2023,49,35000
15,Januari,2023,49,35000
13,Januari,2023,49,25000
20,Desember,2022,49,25000
12,Desember,2022,49,25000
6,Desember,2022,49,25000
4,Desember,2022,49,25000
30,November,2022,49,25000
29,November,2022,49,25000
22,November,2022,49,25000
14,November,2022,49,25000
11,November,2022,49,25000
10,November,2022,49,25000
7,November,2022,49,25000
4,November,2022,49,25000
31,Oktober,2022,49,25000
24,Oktober,2022,49,25000
19,Oktober,2022,49,25000
17,Oktober,2022,49,25000
